Unnamed: 0,1H,1KH,1RH,2AH,2AKH,2ARH,2BH,2BKH,2BRH,3AH,3AKH,3ARH,3BH,3BKH,3BRH,GMH,GMKH,GMRH,SCH,SCKH,SCRH,STH,STKH,STRH
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2545,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61690,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5732,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,168544,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5344,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,29149,--,--,--,--,--,--,--,--,27007,--,--,2585,--,28708,35178,--,56710,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67050,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2759,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,1991,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34125,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,25203,--,--,--,--,--,--,--,--,--,--,--,75793,--,87982,1362,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,43158,--,--,--,--,--,--,--,--,--,--,--,88425,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27370,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23123,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65767,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,91439,--,--,--,--,--,17268,--,--,--,--,--,85308,--,--,89747,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44962,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,61385,--,--,--,--,--,--,--,--,57167,--,--,52465,--,--,67009,--,--,71875,--,--
GG BSC NURSINGOVT,--,--,--,--,--,73155,--,--,--,--,--,--,--,--,--,53413,59264,62286,67251,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,68904,--,--,--,--,--,69812,--,--,--,--,--,61312,--,--,72618,--,--,98792,--,--
GG BSC NURSINGOVT,--,--,--,24978,--,--,--,--,--,--,--,--,93197,--,--,85064,--,89874,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,05759,--,--,--,--,--,--,--,--,112905,--,--,04848,--,--,0600,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,83548,--,--,89304,--,--,--,--,--,--,--,--,78659,--,--,83782,--,94739,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85124,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,22043,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138200,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56255,--,--,--,--,--,78948,--,--
GG BSC NURSINGOVT,139107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31252,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49033,--,--,--,--,--,65047,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23521,--,--,48968,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,103386,--,--,10641,--,--,--,--,--,--,--,--,--,--,--,88114,104424,--,15258,--,--,10952,--,--
GG BSC NURSINGOVT,169352,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4702,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,82668,--,--,79137,--,--,74453,--,--,--,--,--,--,--,--,63592,69704,71335,90635,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,15272,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,27634,--,--,10897,--,--,--,--,--,--,--,--,93145,--,--,21301,--,--,--,--,5464
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1886,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,135203,--,--,31988,--,--,--,--,--,--,--,--,--,--,--,92658,--,22236,--,--,--,25396,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5870,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43905,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80466,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,14175,--,--,16622,--,--,--,--,--,--,99102,--,13756,17267,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,16874,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,73565,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,12834,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,62451,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14584,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,74267,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,60880,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62951,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73616,--,--,113048,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14315,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,90671,--,--,--,--,--,--,--,--,--,--,--,58223,03832,1638,119985,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79534,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61012,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62837,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,164897,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58845,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,99914,--,--,--,--,--,51033,--,--,--,--,--,80277,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,41762,--,--,11952,--,--,--,--,--,--,--,--,10664,24158,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,11886,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15603,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,89994,--,--,--,--,--,--,--,--,79316,--,--,67570,--,76583,95153,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,93111,--,--,10571,--,--,--,--,--,--,--,--,75100,77337,87251,--,--,--,90990,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41737,--,--,--,--,--
GG BSC NURSINGOVT,--,90621,--,78438,--,--,--,--,--,--,--,--,--,--,--,56115,--,66097,80217,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,106924,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,116923,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,2452,--,71665,--,--,08840,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,98343,--,--,--,--,--,12857,--,--,--,--,--,91239,--,98807,--,--,--,14724,--,--
GG BSC NURSINGOVT,--,--,--,16594,--,--,--,--,--,--,--,--,--,--,--,101929,--,05496,15247,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,28160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,11871,--,--,--,16699,--,--,--,--,--,108298,--,--,--,--,20266,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,160510,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3585
GG BSC NURSINGOVT,--,--,--,00411,--,--,10038,--,--,--,--,--,--,--,--,88071,--,95957,102751,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,109990,--,--,03844,--,--,10372,--,--,--,--,--,--,--,--,99128,--,--,104416,--,--,--,--,1791
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64684,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,17065,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22902,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120223,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,21709,--,--,--,--,--,--,--,--,--,--,--,--,00914,0614,--,--,18113,--,--,--
GG BSC NURSINGOVT,--,--,--,--,4364,--,--,--,--,--,--,--,--,--,--,20826,--,2410,123471,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,93168,--,--,--,--,--,--,--,--,--,--,--,78764,--,--,--,--,04157,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0460,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,11474,--,--,--,--,--,--,--,--,12789,--,--,--,--,18522,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34827,--,--
GG BSC NURSINGOVT,--,--,--,22718,--,12533,--,--,--,--,--,--,--,--,--,14417,--,--,2382,--,--,--,--,--
GG BSC NURSINGOVT,110734,--,--,09055,--,--,--,--,--,11892,--,--,--,--,--,01443,--,08030,1155,--,--,21022,--,--
GG BSC NURSINGOVT,--,--,--,08074,--,--,--,--,--,--,--,--,09084,--,--,04384,--,--,0761,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,10035,--,--,--,--,--,--,--,--,--,85015,--,--,96791,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,93062,--,--,--,--,--,--,--,--,05966,--,--,71216,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,12086,--,--,--,--,--,91301,--,--,--,--,11731,--,--,--
GG BSC NURSINGOVT,--,--,--,90577,--,--,--,--,--,--,--,--,--,--,--,77276,--,--,98205,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,93314,--,--,--,--,12137,--,--,06332,--,--,65431,70014,66271,95545,--,--,--,--,--
GG BSC NURSINGOVT,87171,--,--,--,--,96487,--,--,--,--,--,--,--,--,--,76130,--,--,--,--,--,19000,--,--
GG BSC NURSINGOVT,--,--,--,96772,--,--,72918,--,--,--,--,--,--,--,--,47454,--,70098,75892,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26252,--,--
GG BSC NURSINGOVT,--,--,--,34258,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,113307,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136076,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,106496,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,115749,--,--,35550,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75602,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,06452,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47146,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,12669,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65071,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81736,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,19891,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,55462,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27244,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,71292,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,66643,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,08780,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33191,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42787,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67304,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42741,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,137451,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,12165,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40527,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,165979,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,29223,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,141454,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14331,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,115510,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28387,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124050,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78203,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14897,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,13978,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,116655,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23335,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,129327,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,15652,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,14300,--,--,--,--,--,16482,--,--,17513,--,--,112269,--,15776,23655,--,--,28612,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126740,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,128195,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4448,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40463,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49014,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95371,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38365,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
GG BSC NURSINGOVT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65324,--,--,--
GG BSC NURSINGOVT,--,--,--,17156,--,--,--,--,--,--,--,--,20210,--,--,78034,--,17302,18270,--,--,--,--,--
